0, 3.7829596711138076
1, 2.9540407999780878
2, 3.279937908327512
3, 3.600274730262045
4, 3.4799149854896436
5, 3.4328545733779983
6, 3.939225561884317
7, 3.609976530148757
8, 3.4722198377879563
9, 2.5738065892439606
10, 3.430103261784242
11, 4.02553349686893
12, 3.656016338154035
13, 2.9300468291115394
14, 3.9917989888876204
15, 3.0915003038174715
16, 2.593414537097523
17, 2.602047136507204
18, 3.8005575704894627
19, 2.9747315636091245
20, 4.194634734611864
21, 4.104855825735257
22, 3.054599714396393
23, 4.159197948999881
24, 4.399245174977984
25, 4.334436699012086
26, 4.182510324440458
27, 4.467273339938958
28, 4.443520481140662
29, 4.364320147541345
30, 3.1739142122843997
31, 3.024102788675
32, 3.0614292449773943
33, 3.705605627923627
34, 3.2141110736824925
35, 3.2249742729053335
36, 3.2066233592243356
37, 2.965227351964957
38, 3.1988730293951226
39, 4.01911664422758
40, 3.8042260138323103
41, 3.957052896596256
42, 4.225596201540211
43, 3.764805848144969
44, 3.6640644266456888
45, 3.158782311856976
46, 3.461296402483176
47, 4.010510438724111
48, 4.0389410730474555
49, 3.5564567857404676
50, 4.429432677002289
51, 4.123101570027639
52, 4.313887217882097
53, 4.082340375714458
54, 4.178745465392011
55, 4.006156707497732
56, 3.9419535801861376
57, 4.100623170589882
58, 4.159326520957093
59, 4.163323849667623
60, 7.367976401641051
61, 318.9662116335267
62, -1.5133921617320025
63, -11.060186639689634
64, 36.917785063727386
65, -0.8182247686329331
66, -1.4336708963374447
67, 20.63025155200467
68, 32.6696012032129
69, 11.417919813946197
70, 3.9031986844001314
71, 3.7628386307099655
72, 3.5037660003370146
73, 4.273590885321986
74, 2.9028952964664336
75, 4.092780632929784
76, 4.409275395972719
77, 4.3113911810705945
78, 4.342091818621914
79, 3.4760424794102396
80, 4.37120982504224
81, 3.9440344739801145
82, 4.3461787644793475
83, 4.50726481572809
84, 4.47973421668805
85, 3.119764435294064
86, 4.248489562668021
87, 4.528211884514695
88, 3.991615534619892
89, 4.572005964594859
90, 3.8993129265562048
91, 4.017329471199088
92, 4.115816118686348
93, 4.224747339895689
94, 4.376004864334265
95, 4.39252645436438
96, 4.05400400817649
97, 3.9752678003511557
98, 3.736050167740203
99, 3.9287485853504607
100, 3.9327923041315307
101, 3.9469844810440478
102, 4.559112325095506
103, 3.1142918688059797
104, 3.9941274246419534
105, 4.017494177804485
106, 4.710127311637857
107, 4.08913147910759
108, 3.971145455566191
109, 4.23059715648775
110, 7.806315278671284
111, 9.685473908317755
112, -16.12295947130912
113, 5.614409984179027
114, 15.370334967931553
115, 5.916125507840213
116, 15.14652690240547
117, 7.632851977296198
118, 9.131360023078027
119, 5.552720962533852
120, 3.41640543368268
121, 4.242132067361583
122, 3.6138601291747
123, 3.792672968071051
124, 4.09162432078633
125, 4.56898757500468
126, 3.7750162659207604
127, 4.529707281925756
128, 4.072909303944296
129, 4.249590552644137
130, -133.09938795902715
131, 10.690201606059704
132, -3.2114439091845575
133, -15.62999828198316
134, 9.342388727643437
135, -0.5415153772401244
136, -5.175002112850256
137, 8.552389106118225
138, 15.99623078570004
139, 7.439558189038212
140, -0.0
141, -0.0
142, -0.0
143, -0.0
144, -0.0
145, 7.467837994246625
146, 7.312214021310566
147, 14.850139351030133
148, 6.398932887502993
149, 6.0003428990791825
150, -0.0
151, -0.0
152, -0.0
153, -0.0
154, -0.0
155, 3.1551061092000765
156, 3.2834160041306717
157, 3.92191485580437
158, 3.108004364423263
159, 4.278433164925071
160, 4.663702464505306
161, 4.270379266926074
162, 4.191919528580696
163, 4.651186868141551
164, 3.8156299776246896
165, 3.5565915216194113
166, 4.579867667991355
167, 4.494345648492147
168, 4.474196864385408
169, 4.0685798041579
170, 4.041071991308335
171, 4.225807778682859
172, 4.2390039533733646
173, 3.7911257295407395
174, 4.33804828703229
175, 3.906278502561588
176, 3.6703960372403324
177, 3.8677178990191012
178, 3.8046723549956045
179, 3.673239689576575
180, 3.706742394274562
181, 2.785348756928204
182, 3.6636240133751983
183, 3.562949907324886
184, 3.2838822093201196
185, 2.95536252944465
186, 3.3532859446891337
187, 2.890052016320567
188, 3.0249521881425863
189, 3.4834519735089766
190, 4.2509427527752
191, 4.398699898766698
192, 4.32191550086229
193, 4.125721710262729
194, 4.361419781139289
195, 4.291693061386014
196, 3.0652681909910324
197, 2.852621481802313
198, 4.298949438434053
199, 4.236679037021028
200, 4.402045101703397
201, 4.529601170274421
202, 4.65354707302974
203, 3.874537766822554
204, 4.452551938018216
205, 4.373874491420116
206, 4.023840096380187
207, 3.672314706273255
208, 4.482012306343891
209, 4.522134153902832
210, -0.0
211, -0.0
212, 3.5362092605752746
213, 3.269634326215762
214, 3.25666871964552
215, 3.5636089035241585
216, 3.9234962896716663
217, 3.5333149730891735
218, 3.893325407016955
219, 3.6153700425323367
220, 7.271032679602434
221, 11.34832355027819
222, 7.013662484704423
223, 8.661689219173372
224, 7.570670938024934
225, 6.43544585454175
226, 7.950813569744812
227, -126.89262776055318
228, 6.485739403229544
229, 6.3912733893267895
230, 3.7805395170840774
231, 4.389647426508337
232, 3.984777065007004
