id,rating
0,3.0
1,0
2,0
3,0
4,4.0
5,4.0
6,4.0
7,3.6666666666666665
8,4.0
9,4.0
10,3.4999999999999996
11,0
12,2.9999999999999996
13,4.0
14,2.0
15,3.0
16,0
17,2.0
18,3.0
19,3.75
20,0
21,0
22,4.0
23,4.0
24,2.0
25,4.0
26,4.0
27,4.0
28,4.0
29,4.0
30,3.424083769633509
31,3.3333333333333344
32,3.7499999999999996
33,3.2424242424242427
34,3.422222222222222
35,3.487437185929649
36,4.0434782608695645
37,3.6666666666666665
38,3.424083769633509
39,3.4863387978142084
40,4.199999999999999
41,3.75
42,3.0
43,2.0
44,4.0
45,3.6666666666666665
46,4.225806451612903
47,4.021739130434783
48,3.75
49,4.220779220779221
50,3.6666666666666665
51,3.75
52,3.5999999999999996
53,3.5
54,3.4
55,3.5
56,0
57,4.0
58,3.5
59,3.25
60,0
61,4.0
62,0
63,0
64,1.0
65,0
66,0
67,0
68,0
69,0
70,2.0
71,4.0
72,2.0
73,1.0
74,1.0
75,0
76,1.0
77,4.0
78,4.0
79,3.7317073170731714
80,5.0
81,0
82,3.0
83,5.0
84,0
85,0
86,0
87,4.333333333333333
88,4.0
89,4.0
90,3.0
91,3.4999999999999996
92,4.388888888888888
93,4.014705882352941
94,4.014705882352941
95,4.014705882352941
96,3.75
97,0
98,0
99,4.217391304347826
100,0
101,0
102,0
103,0
104,0
105,3.6666666666666665
106,0
107,4.0
108,0
109,5.0
110,0
111,0
112,0
113,0
114,3.5
115,0
116,0
117,0
118,0
119,0
120,4.0
121,4.5
122,4.5
123,4.574074074074074
124,4.24
125,0
126,0
127,3.958333333333333
128,0
129,3.9285714285714284
130,0
131,5.0
132,5.0
133,0
134,5.0
135,4.454545454545454
136,0
137,5.0
138,5.0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,3.7857142857142856
156,3.559322033898305
157,3.9275362318840576
158,3.559322033898305
159,3.6666666666666665
160,0
161,0
162,5.0
163,0
164,0
165,0
166,0
167,0
168,4.0
169,0
170,3.5283018867924523
171,0
172,4.0
173,0
174,0
175,4.0
176,0
177,0
178,0
179,4.0
180,4.155339805825242
181,4.009708737864078
182,3.926553672316385
183,4.36
184,3.9811320754716975
185,4.097560975609757
186,4.675675675675675
187,3.230769230769231
188,4.1034482758620685
189,3.9242424242424248
190,4.0
191,4.0
192,4.219512195121951
193,4.5
194,0
195,0
196,0
197,0
198,4.0
199,4.0
200,4.0
201,0
202,0
203,0
204,4.0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,4.0
213,4.0
214,4.0
215,0
216,5.0
217,4.0
218,0
219,0
220,4.0
221,4.529411764705882
222,4.571428571428572
223,4.5
224,5.0
225,5.0
226,0
227,5.0
228,0
229,0
230,0
231,0
232,4.0
233,4.0
234,0
235,4.0
236,0
237,0
238,4.25
239,0
240,0
241,0
242,0
243,0
244,4.0
245,3.5
246,3.5
247,4.0
248,4.526315789473684
249,0
250,0
251,0
252,5.0
253,0
254,0
255,5.0
256,0
257,0
258,0
259,0
260,0
261,3.0
262,3.545454545454545
263,0
264,0
265,3.5
266,0
267,0
268,4.666666666666667
269,3.5
270,4.411764705882353
271,4.5
272,4.000000000000001
273,4.088235294117648
274,5.0
275,4.5227272727272725
276,4.452380952380952
277,5.0
278,4.5227272727272725
279,3.9000000000000004
280,0
281,5.0
282,5.0
283,5.0
284,5.0
285,5.0
286,5.0
287,0
288,5.0
289,3.0
290,2.0
291,5.0
292,0
293,4.5
294,5.0
295,5.0
296,5.0
297,3.0
298,3.7142857142857144
299,2.8
300,4.444444444444445
301,3.6818181818181817
302,0
303,2.2857142857142856
304,3.5
305,0
306,2.2800000000000002
307,0
308,5.0
309,0
310,2.6
311,3.0
312,3.254237288135593
313,3.0
314,3.0
315,3.4
316,3.4
317,3.0
318,4.0
319,3.545454545454545
320,5.0
321,0
322,0
323,0
324,0
325,3.0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,5.0
339,2.0
340,4.0
341,2.0
342,3.75
343,3.75
344,3.75
345,0
346,3.75
347,3.8
348,3.75
349,3.6
350,3.727272727272728
351,3.653846153846154
352,2.444444444444444
353,3.7307692307692313
354,3.27027027027027
355,3.6808510638297873
356,4.0256410256410255
357,3.6785714285714293
358,4.0
359,4.0
360,4.0
361,4.0
362,4.222222222222222
363,4.204081632653062
364,4.153846153846154
365,3.9499999999999997
366,4.2105263157894735
367,4.442622950819672
368,4.2105263157894735
369,3.945054945054945
370,0
371,5.0
372,4.0
373,0
374,0
375,5.0
376,0
377,4.0
378,5.0
379,3.5
380,3.0
381,0
382,4.0
383,0
384,0
385,0
386,0
387,0
388,3.0
389,0
390,0
391,0
392,2.0
393,0
394,2.0
395,0
396,0
397,0
398,5.0
399,5.0
400,3.5
401,3.0
402,3.5
403,0
404,3.8
405,3.1136363636363638
406,3.4
407,3.2
408,3.2
409,3.1666666666666665
410,2.5
411,4.5
412,3.4545454545454546
413,4.0
414,4.0
415,4.0
416,2.5
417,3.6
418,3.4999999999999996
419,3.0
420,3.3783783783783794
421,3.3783783783783794
422,3.7591973244147145
423,3.6865671641791034
424,3.767272727272726
425,2.4090909090909087
426,3.6406250000000004
427,3.6315789473684212
428,3.7777777777777777
429,3.7619047619047614
430,1.4285714285714286
431,1.5
432,2.4444444444444446
433,0
434,2.5714285714285716
435,2.3333333333333335
436,0
437,3.0
438,2.615384615384615
439,3.0
440,0
441,4.0
442,0
443,4.0
444,4.0
445,0
446,0
447,0
448,0
449,0
450,3.0
451,3.0
452,3.0
453,3.0
454,3.3333333333333335
455,5.0
456,4.0
457,3.3333333333333335
458,3.0
459,0
460,4.135135135135136
461,3.4142857142857137
462,3.6666666666666665
463,3.220183486238533
464,3.4142857142857137
465,3.888888888888889
466,3.5217391304347827
467,2.8
468,3.149253731343283
469,2.823529411764706
470,4.500000000000001
471,4.0
472,3.4
473,0
474,2.625
475,2.0
476,0
477,0
478,0
479,4.0
480,2.0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,4.0
491,2.3636363636363638
492,3.6129032258064515
493,3.8
494,1.6
495,3.5000000000000004
496,3.463768115942029
497,3.5
498,3.9565217391304346
499,3.838709677419355
500,4.0
501,0
502,1.0
503,0
504,3.1587301587301586
505,4.5
506,1.0
507,1.0
508,1.0
509,4.0
510,3.1935483870967745
511,4.079207920792079
512,3.0
513,3.6428571428571432
