id,rating
0,0
1,0
2,0
3,4.0
4,0
5,4.0
6,3.642857142857143
7,0
8,0
9,0
10,4.500000000000001
11,0
12,3.2857142857142856
13,5.0
14,0
15,0
16,3.0
17,0
18,4.0
19,5.0
20,0
21,5.0
22,3.0
23,0
24,4.0
25,5.0
26,5.0
27,0
28,0
29,5.0
30,0
31,0
32,0
33,0
34,3.0
35,0
36,0
37,0
38,0
39,0
40,4.0
41,4.285714285714286
42,0
43,0
44,4.5
45,0
46,4.0
47,4.0
48,0
49,0
50,0
51,4.0
52,0
53,1.0
54,0
55,4.0
56,4.0
57,4.0
58,0
59,4.0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,4.333333333333334
71,3.0
72,4.333333333333334
73,3.714285714285714
74,0
75,1.5
76,2.6666666666666665
77,4.0
78,3.4999999999999996
79,4.0
80,5.0
81,0
82,4.0
83,4.0
84,0
85,3.0
86,4.0
87,5.0
88,4.0
89,0
90,0
91,4.0
92,4.0
93,0
94,0
95,0
96,1.0
97,5.0
98,3.666666666666666
99,0
100,5.0
101,0
102,0
103,5.0
104,0
105,5.0
106,0
107,0
108,0
109,0
110,0
111,3.0
112,0
113,2.0
114,0
115,0
116,2.0
117,0
118,5.0
119,0
120,3.1025641025641018
121,5.0
122,4.0
123,3.857142857142857
124,3.8260869565217384
125,4.0
126,4.095238095238095
127,2.9999999999999996
128,3.4999999999999996
129,4.0
130,0
131,3.0
132,0
133,0
134,3.0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,4.0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,3.0
158,4.0
159,0
160,0
161,0
162,0
163,0
164,0
165,4.0
166,0
167,4.0
168,0
169,1.0
170,5.0
171,0
172,3.0
173,0
174,3.0
175,0
176,3.0
177,3.0
178,0
179,0
180,3.0
181,0
182,4.642857142857142
183,3.714285714285714
184,4.25
185,3.75
186,3.333333333333333
187,3.4999999999999996
188,3.4999999999999996
189,3.0
190,0
191,0
192,0
193,2.0
194,0
195,4.0
196,4.0
197,0
198,0
199,0
200,0
201,0
202,0
203,3.0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,4.0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,5.0
226,5.0
227,4.0
228,0
229,0
230,0
231,0
232,0
233,4.0
234,4.0
235,0
236,0
237,0
238,0
239,0
240,0
241,5.0
242,0
243,5.0
244,0
245,4.500000000000001
246,0
247,3.0
248,0
249,0
250,0
251,0
252,0
253,4.0
254,4.0
255,0
256,0
257,0
258,0
259,0
260,0
261,3.0
262,4.0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,4.500000000000001
271,3.3333333333333335
272,2.0
273,0
274,0
275,0
276,5.0
277,0
278,2.0
279,0
280,0
281,3.0
282,4.0
283,0
284,0
285,0
286,0
287,3.0
288,3.0
289,5.0
290,5.0
291,5.0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,4.500000000000001
301,2.6
302,2.5
303,4.0
304,3.0
305,3.666666666666667
306,1.0
307,1.6250000000000002
308,4.0
309,3.0
310,3.3125
311,3.0
312,4.500000000000001
313,3.263157894736842
314,3.0
315,3.1562499999999996
316,3.3333333333333335
317,3.75
318,2.6666666666666665
319,3.0
320,0
321,0
322,0
323,0
324,0
325,0
326,3.0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,1.0
341,3.333333333333333
342,0
343,3.3571428571428568
344,3.666666666666666
345,4.0
346,0
347,4.0
348,3.4999999999999996
349,5.0
350,4.0
351,2.0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,3.0
361,4.0
362,0
363,0
364,0
365,3.0
366,0
367,0
368,4.0
369,0
370,0
371,4.0
372,4.0
373,0
374,0
375,0
376,0
377,4.0
378,5.0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,5.0
395,0
396,0
397,0
398,0
399,0
400,3.8749999999999996
401,3.791666666666667
402,3.7794117647058822
403,3.6
404,3.785714285714285
405,3.4
