id,rating
0,3.7829596711138076
1,2.9540407999780878
2,3.279937908327512
3,3.600274730262045
4,3.4799149854896436
5,3.4328545733779983
6,3.939225561884317
7,3.609976530148757
8,3.4722198377879563
9,2.5738065892439606
10,3.430103261784242
11,4.02553349686893
12,3.656016338154035
13,2.9300468291115394
14,3.9917989888876204
15,3.0915003038174715
16,2.593414537097523
17,2.602047136507204
18,3.8005575704894627
19,2.9747315636091245
20,4.194634734611864
21,4.104855825735257
22,3.054599714396393
23,4.159197948999881
24,4.399245174977984
25,4.334436699012086
26,4.182510324440458
27,4.467273339938958
28,4.443520481140662
29,4.364320147541345
30,3.1739142122843997
31,3.024102788675
32,3.0614292449773943
33,3.705605627923627
34,3.2141110736824925
35,3.2249742729053335
36,3.2066233592243356
37,2.965227351964957
38,3.1988730293951226
39,4.01911664422758
40,3.8042260138323103
41,3.957052896596256
42,4.225596201540211
43,3.764805848144969
44,3.6640644266456888
45,3.158782311856976
46,3.461296402483176
47,4.010510438724111
48,4.0389410730474555
49,3.5564567857404676
50,4.429432677002289
51,4.123101570027639
52,4.313887217882097
53,4.082340375714458
54,4.178745465392011
55,4.006156707497732
56,3.9419535801861376
57,4.100623170589882
58,4.159326520957093
59,4.163323849667623
60,3.5725316142143333
61,3.426243774765721
62,3.57261317280283
63,3.420665299830027
64,3.4232592424911483
65,3.294367964807351
66,2.3819451581773547
67,3.7768008801919493
68,3.8081992235367133
69,3.548353821900731
70,3.9031986844001314
71,3.7628386307099655
72,3.5037660003370146
73,4.273590885321986
74,2.9028952964664336
75,4.092780632929784
76,4.409275395972719
77,4.3113911810705945
78,4.342091818621914
79,3.4760424794102396
80,4.37120982504224
81,3.9440344739801145
82,4.3461787644793475
83,4.50726481572809
84,4.47973421668805
85,3.119764435294064
86,4.248489562668021
87,4.528211884514695
88,3.991615534619892
89,4.572005964594859
90,3.8993129265562048
91,4.017329471199088
92,4.115816118686348
93,4.224747339895689
94,4.376004864334265
95,4.39252645436438
96,4.05400400817649
97,3.9752678003511557
98,3.736050167740203
99,3.9287485853504607
100,3.9327923041315307
101,3.9469844810440478
102,4.559112325095506
103,3.1142918688059797
104,3.9941274246419534
105,4.017494177804485
106,4.710127311637857
107,4.08913147910759
108,3.971145455566191
109,4.23059715648775
110,3.7076195240833956
111,3.2859868813311337
112,3.369254982304462
113,3.7271919142744223
114,3.56647031743099
115,3.5951541918151015
116,3.647760544709032
117,3.7271570284826474
118,3.584050127920355
119,3.6793330728940967
120,3.41640543368268
121,4.242132067361583
122,3.6138601291747
123,3.792672968071051
124,4.09162432078633
125,4.56898757500468
126,3.7750162659207604
127,4.529707281925756
128,4.072909303944296
129,4.249590552644137
130,3.786712452665835
131,3.0090186655784747
132,3.0
133,3.8114529458002284
134,4.444611882219352
135,3.0333826207036467
136,4.239164407050161
137,3.4448459421318423
138,4.1597812460436
139,4.624223620155811
140,0.12430800201308505
141,1.659536990437846
142,0.16834423754403624
143,0.042274786109713136
144,0.3714141922496225
145,2.931865606524358
146,2.7039122762442593
147,3.3829102369134447
148,3.2748318320825147
149,3.151731726443173
150,1.5042778057372923
151,0.1894816305988928
152,0.6502264720684449
153,0.005284348263714142
154,1.906391545042778
155,3.1551061092000765
156,3.2834160041306717
157,3.92191485580437
158,3.108004364423263
159,4.278433164925071
160,4.663702464505306
161,4.270379266926074
162,4.191919528580696
163,4.651186868141551
164,3.8156299776246896
165,3.5565915216194113
166,4.579867667991355
167,4.494345648492147
168,4.474196864385408
169,4.0685798041579
170,4.041071991308335
171,4.225807778682859
172,4.2390039533733646
173,3.7911257295407395
174,4.33804828703229
175,3.906278502561588
176,3.6703960372403324
177,3.8677178990191012
178,3.8046723549956045
179,3.673239689576575
180,3.706742394274562
181,2.785348756928204
182,3.6636240133751983
183,3.562949907324886
184,3.2838822093201196
185,2.95536252944465
186,3.3532859446891337
187,2.890052016320567
188,3.0249521881425863
189,3.4834519735089766
190,4.2509427527752
191,4.398699898766698
192,4.32191550086229
193,4.125721710262729
194,4.361419781139289
195,4.291693061386014
196,3.0652681909910324
197,2.852621481802313
198,4.298949438434053
199,4.236679037021028
200,4.402045101703397
201,4.529601170274421
202,4.65354707302974
203,3.874537766822554
204,4.452551938018216
205,4.373874491420116
206,4.023840096380187
207,3.672314706273255
208,4.482012306343891
209,4.522134153902832
210,0.02365374937091092
211,1.244589833920483
212,3.5362092605752746
213,3.269634326215762
214,3.25666871964552
215,3.5636089035241585
216,3.9234962896716663
217,3.5333149730891735
218,3.893325407016955
219,3.6153700425323367
220,4.535238413374885
221,4.379621881689672
222,4.7382191198195
223,4.238404179523848
224,4.663576533797139
225,4.644023045772579
226,4.7683765287332704
227,4.675615785031084
228,4.599070332631089
229,4.5798235876601145
230,3.7805395170840774
231,4.389647426508337
232,3.984777065007004
233,4.315154702141777
234,4.199986336032727
235,4.313555821606973
236,4.231680806635162
237,4.164585551104669
238,4.271650765702888
239,4.320835996669752
240,4.419382261372833
241,4.4929775095782105
242,4.6326530966264645
243,4.562470244787562
244,4.563877158856823
245,4.557162575052528
246,4.580668215780492
247,4.612885695662532
248,4.6804989500179355
